,Title,ReviewDate,Stay Date,comments,Restaurant_Name,Review_Sentiment
3005,b'Lunch at Tang Dynasty',"b'Reviewed October 6, 2017 '",b'Date of visit: October 2017',"[b""Delicious food particularly the fish done is Chinese way. Worth the price one pays. \nI wouldn't call it authentic Chinese food because authentic Chinese food what Chinese eat in mainland China is very much different to what other can enjoy in Chinese restaurants.\nRestaurant can...be a bit noisy with lot of tourists visiting and chatting loud, toilets can be a bit wet (water) which is not a pretty sight. \nSuggest to make a reservation for a quiet room if you are with a few people.More""]",Tang Dynasty,NEGATIVE
3006,b'Chinese food in Colombo!',"b'Reviewed August 25, 2017 '",b'Date of visit: August 2017',"[b'Amazing, almost authentic Chinese food in the heart of Colombo! Very wide selection of dishes - meats, seafood, vegetables, tofu, etc. Portions were very large, and so tasty. \nSo if you crave Chinese food - this place is it. \nService was stellar!']",Tang Dynasty,POSITIVE
3007,"b'""Tasty food , noisy place""'","b'Reviewed August 21, 2017 '",b'Date of visit: August 2017',"[b'Food was tasty. Prices are very high ,especially meat dishes.\nTable clothes are dirty with stains.\nIt is very famous with Chineese peopls and it is a very  noisy place.\nThey do not accept American Express credit cards.']",Tang Dynasty,NEGATIVE
3008,b'Good food but price',"b'Reviewed December 31, 2016 '",b'Date of visit: January 2017',"[b""We ordered sea food fried rice, potato sprouts and prawns .\nCame quite fast.\nTasty but could be better.\nSweet potato sprouts erroneously mentioned as potato sprouts was done in style.\nAuthentic Chinese chefs can be seen in action and two waitresses too are there...to make it 'Chinese '.\nThe ground floor has become congested by cramping too many tables and it's a hassle when the occupants of the next table sit down /stand.But I was told that there private rooms upstairs.\nGreen tea and Chinese music adds glamour to the place.\nParking is limited.\nWorth a try.More""]",Tang Dynasty,NEGATIVE
3009,b'The best coffee in the town!',"b'Reviewed October 26, 2019 '",b'Date of visit: September 2019',[b'This barista has th best service crew from all the baristas around. Loved the experience. The best coffee and cheese cake in the town.'],"Barista, World Trade Center",POSITIVE
3010,b'Thirsty',"b'Reviewed October 23, 2019 '",b'Date of visit: October 2019',[b'We popped in for a cup of tea/coffee and a bite to eat as we had been out and about for a few hours. The service was very speedy and all was good.'],"Barista, World Trade Center",POSITIVE
3011,b'Good for a chat',"b'Reviewed June 12, 2019 '",b'Date of visit: August 2018',"[b""It was like the other Barista's around Colombo. Good coffee and the food was okay. I was there for a quick meeting and the place fits perfectly for my requirement. I must reiterate that the coffee is so good here. Would go there again if...I am aroundMore""]","Barista, World Trade Center",POSITIVE
3012,b'Good coffee poor food',"b'Reviewed March 17, 2019 '",b'Date of visit: March 2019',"[b'Good Lavazza coffee, but the food, prefab Sandwiches put a grill, no taste. Staff speaks poor English and that in a WTC. Plastic furniture']","Barista, World Trade Center",NEGATIVE
3013,b'Very good coffee and friendly staff',"b'Reviewed January 7, 2019 '",b'Date of visit: January 2019',"[b'I recently had coffee with friends at Barista in the World Trade Center in Colombo.\nIt is on the first floor and has very good coffee.\nIt also has a good range of snack items.\nIt has friendly staff.\nWell worth a stop if you...need a caffeine hit.More', b'Hello Cygnetboy69,\n\nThank you for this wonderful review and Thank you for visiting Barista at our World Trade Center Outlet. We are glad to hear that you loved the coffee and a wonderful time. Hoping to see you again soon at Barista.']","Barista, World Trade Center",POSITIVE
3014,b'Best in class Cafe',"b'Reviewed December 4, 2018 '",b'Date of visit: December 2018',"[b'Located at 3rd floor on famous world trade centre, the outlet serves  nice capuccions alongwith bites like sandwiches, large sized cookies etc. Must visit.']","Barista, World Trade Center",POSITIVE
3015,b'Friendly staff',"b'Reviewed December 4, 2018 '",b'Date of visit: December 2018',"[b'The cashier/staff member who took our order was very friendly and full of energy, which was nice to see. The drinks were good and the turkey sandwich from the Christmas menu was very nice.', b""Hi ZinamonKveen,\n\nWe are glad to hear that you loved the drinks. It's definitely great to hear that our staff did a wonderful service. Do visit us again.""]","Barista, World Trade Center",POSITIVE
3016,b'Good food... Place needs maintenance...',"b'Reviewed November 19, 2018 '",b'Date of visit: April 2018',"[b'As with their fellow branches Barista generally offers good coffee and snacks. Prices are quite cheap when compared to other good cafes. However, when considering how crowded the World Trade Centre is and the space this cafe has occupied, this particular cafe is poorly maintained....Flies are to be seen everywhere and the furniture and interior are well outdated.More']","Barista, World Trade Center",NEGATIVE
3017,b'Disappointing for vegetarians!',"b'Reviewed November 9, 2018 '",b'Date of visit: November 2018',"[b'If you are a vegetarian, all you can eat there are two or three types of sandwiches. Barista has a range of other foods like Paninis and Pastas and Rice and Curry and they have no vegetarian options!!!! My office is in WTC and I...need to eat out often. I am sick and tired of eating those same old same old sandwiches! Barista must have vegetarian options foe every type of food they sell!More']","Barista, World Trade Center",NEGATIVE
3018,b'Better point to chill with coffee',"b'Reviewed October 17, 2018 '",b'Date of visit: February 2018',"[b'While we walked around Colombo mid city would bring us hot & thirsty most of the time. This was a nice place to sit for a cold beverage most of the snacks looked very good, located inside the World Trade Center is the challenge with...this calm & quite environment we spend. i had tasty food & beverage with this calm quite environment , yes it was a great place to stop for having a coffee on your rush with your crushMore']","Barista, World Trade Center",POSITIVE
3019,b'Horrible deceitful restaurant',"b'Reviewed March 27, 2019 '",b'Date of visit: February 2019',"[b""Had dinner for the first time at this horrible Flavors restaurant at Galadari hotel, since our usual place, Chutneys at Cinnamon Grand was full, on that particular day.\nOther reason for going there was an Amex card promotion was also avialble.\nFood was not worth...the money spent, and I wouldn't even call this as real Indian food.\nAnd finally when I made the payment only realised what kind of frauds these guys are, as the discount that was publicised on the Amex web site was not given citing a bogus reason.\nI would say even Nations trust bank Amex is also a fraud similar to this hotel. That is why they get along well and offer such deceitful offers just to mislead customers to fill their empty hotel space.More""]",Flavors,NEGATIVE
3020,b'Awesome food but learned what a Thali is',"b'Reviewed March 17, 2019 '",b'Date of visit: March 2019',"[b'This is an Indian restaurant at Galadari hotel. Most people might get confused trying to find the restaurant as it is in the lobby within the Sri Lankan restaurant in an enclosed area. In other words it is a restaurant inside another restaurant. \n\nI visited...with low expectations but was highly impressed. If you are ordering drinks order the sweet Lassi (made with curd) and do not order any of the natural fruit juices as they are very watery and not thick. \n\nThe main dish here is the Thali for lunch / dinner and you can chose either vegetarian / chicken / fish / prawn or mutton. This was the first time I ever ate a Thali and was clueless so here goes. It is a big dish with rice in the middle and curries in small bowls all around. You need to start off with the Rasam. It is like a spicy soup which is an appetizer and is one of the bowls in the Thali. Also before you start eating, wait til they bring you a bowl of hot (Warm) and crispy Naan rotti which is part of the Thali. I made a mistake of eating the rice before and not having any space in the stomach for the Naan rotti. In one of the bowls there is curd which I though was the dessert but its actually there to mix with the rice and eat to get the flavor. All the accompanying curries were nice and spicy with spices to add flavor. Once I finished I was served dessert which I did not know was part of the main Thali that I ordered.\n\nThe staff are very friendly, especially the supervisor who I think is a person called Mr. Rajapaksha (not sure). Overall this is a value for money restaurant because the Thali for Rs. 750/- + taxes was fully worth the money but I sadly wish that I had know earlier what goes into a Thali, for example that I will be served dessert as well and Naan rotti so that I could have enjoyed my meal in a better way.More']",Flavors,NEGATIVE
3021,b'Super food',"b'Reviewed January 13, 2019 '",b'Date of visit: January 2019',[b'This indian restaurant is (flavers) one of favaurite our dinner destinations. It offers excelent quality indian cusines that no differant to India with tast and texture. We always have a great time with the friendly helpfull caring staff. This place is great for family out....The lunch time thali is best value. Highly recomonded.More'],Flavors,POSITIVE
3022,b'Great Indian  Food',"b'Reviewed January 4, 2019 '",b'Date of visit: January 2019',"[b""This restaurant is situated within a hotel so at first we couldn't find it! Anyway 1st visit it was fully booked so we booked for the next evening. As we arrived the Senior Captain! Greeted us enthusiastically and apologised profusely for the previous evening. Well...if you love indian curry spices this is the place.... gorgeous and plenty of veggie options. The dosa was the best I've eaten and I've travelled through India. service was impeccable,polite and friendly. We returned twice more.More""]",Flavors,POSITIVE
3023,b'Every item is made with perfection',"b'Reviewed December 2, 2018 '",b'Date of visit: January 2018',[b'It was a best restaurant  in COLOMBO for INDIAN ( North Indian ) FOOD. Every item is made with perfection. I have been to colombo two times DEC-JAN 2016 and DEC-JAn 2017.. This place is ideal for a good Dinner. Ambiance is also good. \nTry...the BHINDI MASALA here. no where in the world you can find such a awsome taste of BHINDIMore'],Flavors,POSITIVE
3024,b'Superb Service',"b'Reviewed November 25, 2018 '",b'Date of visit: November 2018',[b'Great Service! Celebrated a Birthday for a friend and the F&B Asst. Manager (Mr. Ajantha) was very helpful! Highly recommend for an evening out with family and friends. Atmosphere and music was perfect too!'],Flavors,POSITIVE
3025,b'amazing dinner',"b'Reviewed November 7, 2018 '",b'Date of visit: November 2018',[b'flavours make our day by serving great and tasty food.. thank you senior captain Rajapaksh...thank you galadari hotel'],Flavors,POSITIVE
3026,b'Good Place And Great Service',"b'Reviewed October 28, 2018 '",b'Date of visit: September 2018',[b'The place is very nice. With friendly staff and tasty food. Very low pricing and offers some lovely local food.'],Flavors,POSITIVE
3027,b'Dinner with friends',"b'Reviewed September 8, 2018 '",b'Date of visit: August 2018',"[b'We had a excellent night with great Indian food, Biryani along with Butter Nan with, Fish/Chicken and curry.\nthe soothing music that came through the lobby too was excellent.\nSpecial thanks to Rajapakse at flavors for recommending and guiding us  through the food selection to...satisfy the individual taste of all.More']",Flavors,POSITIVE
3028,b'Tasty Indian Food',"b'Reviewed July 22, 2018 '",b'Date of visit: July 2018',"[b""The food is very tasty and mouth watering. The quantity was so much we couldn't finish the entire amount served to us. The lunch hour thali was extremely wonderful and mouth watering. The roti or naan served was very crispy. \nMr.. Rajapakshe in charge of...the restaurant is very friendly and his services are excellent. It is definitely the best Indian restaurant in the heart of Colombo and inside the Galadari Hotel.More""]",Flavors,POSITIVE
3029,b'Forget this place',"b'Reviewed August 9, 2019 '",b'Date of visit: August 2019',"[b'I don\'t know whether we were there on a off day, but the impression that we got was that the Suhi counter is a ""Me too"" counter set up by the Cinnamon Lakeside Hotel to  tick a box for a Japanese restaurant and that they...have now forgotten that they even have such a counter. The hotel seems to be now using it as the bar counter for the lobby rather than a Sushi counter. This Sushi counter is in the main lobby and it is said to open at 12 noon. \n\nHowever when we went, there were only trainees behind the counter and they knew nothing, absolutely nothing, about what was on offer or the menu. As at Cinnamon Grand, here too there is a over supply of guys in black suits running around. But unlike at the Cinnamon Grand where they just brush past you, here they actually talk to the guests, but that\'s no substitute for the lack of wait staff. \n\nThe few employees in the lobby were obviously out of their depth serving their high tea platters to guests sitting in the lobby  - not a lot of people just two or three tables.\n\nBento boxes weren\'t available although they are on the menu. There is nothing in pork. The food took a very long time to arrive and was of a very low standard. Served without class or style. No cold towels, no one to even give some soy sauce to adjust the taste, total lack of service. The prices are as at other Japanese restaurants in the city\n\nThe hotel seems to have forgotten this Sushi counter, and we too should just forget it.More']",Sushi Bar,NEGATIVE
3030,b'Amazing and fresh sushi',"b'Reviewed July 29, 2019 '",b'Date of visit: July 2019',[b'Sit at the bar in the cinnamon hotel and watch how the chef freshly prepares your food. Affordable and most of all just really good sushi. Definitely recommend going there!'],Sushi Bar,POSITIVE
3031,b'LOVE THIS PLACE',"b'Reviewed June 4, 2019 '",b'Date of visit: February 2019',"[b'I love this place. Whenever we are in Sri Lanka it is fair to say we come here 2-3 times over a 10 day period. The sushi is as good as we have had elsewhere and can never fault the service. Efficient but not in...your face. Top quality Japanese food. Do yourself a favor, if you want a Japanese fix, you\xe2\x80\x99ll get it here!More']",Sushi Bar,POSITIVE
3032,b'Excellent sushi in Colombo',"b'Reviewed February 12, 2019 '",b'Date of visit: February 2019',[b'Very tasty sushi in \xe2\x80\x98Sushi Bar\xe2\x80\x99 the restaurant inside the beautiful Cinnamon Lake hotel. Excellent service as well by Ateeq and Chandima!'],Sushi Bar,POSITIVE
3033,b'Simply Amazing! ',"b'Reviewed December 30, 2018 '",b'Date of visit: December 2018',"[b'One of our favorite places to go! Food was amazing! Spicy tuna maki is my fav dish over here. Salmon steak is also pretty good! Prices are very reasonable and cheaper compared to other places that serve similar kind of food. Even though this is...located in the lobby, it has a peaceful and comfortable atmosphere. F&B Supervisor Anaz Asira took care of us really well. We will definitely keep going here.More']",Sushi Bar,POSITIVE
3034,b'Sushi Bar',"b'Reviewed December 14, 2018 '",b'Date of visit: December 2018',[b'The sushi bar was clean and pleasant to sit and talk at. The staff were ever so friendly always asking how the food was and always at our need. My son enjoyed watching the sushi getting made and now has ideas to make his own\xf0\x9f\x98\xac...He loved the sushi and I highly recomend the place.More'],Sushi Bar,POSITIVE
3035,b'Nice fresh sushi',"b'Reviewed November 12, 2018 '",b'Date of visit: November 2018',[b'Nice and fresh sushi/sashimi for a good price. Takeaway is also possible. Friendly waiters as well (Atheeq).'],Sushi Bar,POSITIVE
3036,b'Good value for money and excellent service',"b'Reviewed September 4, 2018 '",b'Date of visit: August 2018',[b'What do you do when you want a relaxed setting for Sushi? Cinnamon Lakeside Sushi bar and restaurant at the lobby is an ideal spot to just satisfy that. \nIf I end up having business meetings at the lobby the sushi bar is a must...to seal the deal and enjoy some sushi while sipping on spirits. \nYou have the option of sitting in the lounge chairs in the vicinity or the bar stools arranged facing the lake outside hotel. \nI am always greeted with a friendly smile by the staff at Lakeside and the service is always impeccable. Dushantha and Hasitha make sure the guests and myself are served quickly. The sushi tastes and feels fresh. The best part is that the food are not exuberantly pricey.More'],Sushi Bar,POSITIVE
3037,b'The best sushi in colombo',"b'Reviewed August 20, 2018 '",b'Date of visit: July 2018',[b'This is by far the best place to get sushi in colombo because usually sushi shops in colombo give very small servings but this place gives big servings and ofcourse the food is great and the staff is so friendly and once i even got...sushi on the house. I would deffinetely recommend going there.More'],Sushi Bar,POSITIVE
3038,b'Japanese on the run.',"b'Reviewed August 10, 2018 '",b'Date of visit: August 2018',[b'Very good Japanese cusine prepared while you Waite. Highly reccomended for a quick meal on the go or take away. Good value for money.'],Sushi Bar,POSITIVE
3039,b'Great sandwiches',"b'Reviewed January 20, 2020 '",b'Date of visit: January 2020',[b'Pretty much since its inception Delifrance has had an amazing variety of sandwiches.Their croissants are simply delicious and the seafood mayo sandwich is a definite Must-Try.'],D�lifrance,POSITIVE
3040,b'New staff and their food is not as good as it use to be',"b'Reviewed June 11, 2019 '",b'Date of visit: June 2019',"[b""I love the sea food sandwich and rosed chicken  sandwich there. But suddenly it was taken over by Burger King management. Now it's just the bread and filling is less. Quality has gone down""]",D�lifrance,NEGATIVE
3041,b'Perfect place to restore while you are shopping',"b'Reviewed January 28, 2019 '",b'Date of visit: December 2018',"[b""If you ask for a Cappuccino you'll receive a work of art ! The gentle young man of the photo will serve you a masterpiece of coffe and milk foam. See photo. Very good cakes and sweets.""]",D�lifrance,POSITIVE
3042,b'Cozy and Pleasant',"b'Reviewed August 27, 2018 '",b'Date of visit: December 2017',"[b'The first branch of Delifrance Sri Lanka. It offers all its delicacies in this place. Cakes, pastries, sandwiches, hot/cold drinks you name it. And they all taste awesome. Tried various items from them such as Baguettes, Sandwiches and desserts. they all are really good, except...you sometimes get hard and flaky breads that hurt your mouth :DMore']",D�lifrance,POSITIVE
3043,b'Good place for lunch or coffee ',"b'Reviewed May 28, 2018 '",b'Date of visit: May 2018',[b'Good place to have luch or coffee after or during shopping at odel.sandwirches are very fresh and the cheese cake and carrot cake is very nice with a coffee .for sandwitches you and select your filling.I went shopping wirh a friwnd and enjoyed a runa...sandwich with a nice cup of tea.More'],D�lifrance,POSITIVE
3044,b'Favourite lunch in town',"b'Reviewed March 9, 2018 '",b'Date of visit: March 2018',[b'This branch is based inside the Odel Department Store. We really enjoy the multi-grain smoked salmon baguette with gherkins and capers. Their cappuccinos are also really good. They can do pretty much any sandwich roll combination.'],D�lifrance,POSITIVE
3045,b'Always satisfied',"b'Reviewed June 18, 2020 '",b'Date of visit: June 2020',"[b""I have eaten at Flamingo House quite few times and the reason I always come back is delicious food (I am a big fan of their Salmon w mash potatoes and Chicken Biryani), consistency and caring professional staff.\n\nEven though I don't drink alcohol often,...I can never say no to amazing cocktails at Love Bar.More""]",Flamingo House,POSITIVE
3046,b'Our last meal in Sri Lanka was a triumph',"b'Reviewed April 16, 2020 '",b'Date of visit: March 2020',"[b'After two weeks of exploring this wonderful country, we ate our final meal in Sri Lanka.\n\nIt was faultless; the only mistake made was ordering too much food because it all sounded so good.\n\nThe service was impeccable, and every dish we tried delicious. I...had the Flamingo House chilli rice special. It had a kick, but it was excellent.\n\nThe decor is quirky and fun and there is a good little bar to enjoy drinks in after you eat.More']",Flamingo House,POSITIVE
3047,b'Excellent',"b'Reviewed April 9, 2020 '",b'Date of visit: July 2019',"[b""Love this place.. The food is just excellent and the ambiance is amazing...  Its ideal to celebrate with friends or for a quiet privet dinner for two. Either way you won't be disappointed..""]",Flamingo House,POSITIVE
3048,"b'Excellent food, service & ambiance'","b'Reviewed April 9, 2020 '",b'Date of visit: March 2020',"[b'Have dined on numerous occasions at Flamingo House & our experience has always been way above expectations :) The interior & ambiance of the venue is not only unique but always makes one feel like they are in a special place where the owners have...put in a lot of love and attention into every little detail. \n\nThe service staff are always attentive, polite and extremely knowledgeable reg the menu, wine list & even cocktail pairings. \n\nThe highlight is always the food - which never disappoints, and always leaves one looking forward to the next dining experience. The lamb shank which literally melts in ones mouth is the dish I would most recommend followed closely by the hot toddy chicken.More']",Flamingo House,POSITIVE
3049,b'Typical Pub Ambience',"b'Reviewed March 4, 2020 '",b'Date of visit: February 2020',"[b'This place looks like a typical Britis Pub but it is a restaurant with fusion food.  Great ambience, friendly staff, excellent food.  May be they can increase the variety on their menu.  But highly recommended to try the place out']",Flamingo House,POSITIVE
3050,b'Nice place! Good Food!',"b'Reviewed February 13, 2020 '",b'Date of visit: February 2020',"[b""Our first time at this restaurant, we were really impressed by the place. It's very different than usual restaurant experience. Food was very good didnt had to wait too long. Not that expensive as well. Very delicious. Staff was always checking up on us. The...staff member we had, as i recall Daminda, he was always standing where he can see us just in case if we needed him. Very good place to dine.More""]",Flamingo House,POSITIVE
3051,b'Lunch at Flamingo house',"b'Reviewed February 10, 2020 '",b'Date of visit: February 2020',[b'We had the spiced crab fried rice and lunch specials rice and curry. Flavours were great in both dishes and the ambience/decor in the restaurent was lovely too. We were served by Jithen who was attentive and friendly. Would recommend!! :)'],Flamingo House,POSITIVE
3052,b'Deceiving Customers',"b'Reviewed February 9, 2020 '",b'Date of visit: February 2020',"[b""This was our first time visit we actually wanted to go to their pub so when we went there the bouncers said its only by reservation that you can enter so we turned back and gave a call the persona who answered said if we...dine in the restaurant later we can go to the pub so he took our reservation, His name is Jerome very pleasant guy and a good salesman. Restaurant ambience was really nice so we ordered the main mean and we ordered 2 red wines as well. It was a total rip off the i ordered the some chicken steak kind of thing which came with mash potato unfortunately the portion was so small costed 1400++ mash potato was pumpkin could you believe that people cheat this big. the broccoli which was served was all old really disappointing. Then this guy Jerome asked us to go to the pub and the waiters were after us asking us to order so again we ordered, and the DJ was playing some horrible music and if he played something nice and when we went to the dance floor quickly he changed the music we felt he was doing on purpose. Jerome said we can go to the night club so around 12.30 am when we asked if we could go then he said its only for VIP's and stopped us, it was all about selling their dinner that he kept agreeing for everything we asked for. I felt it was just a big rip off ...I wouldn't recommend anyoneMore"", b'Dear \n\nFirstly we are extremely and would like to sincerely apologize for your experience at FH/LB recently. \n\nWe are sorry to hear that you did not like the food. Firsts we would like to clarify that it is butternut squash (pumpkin) and not mashed potatoes...More']",Flamingo House,NEGATIVE
3053,b'Delicious!!!',"b'Reviewed February 4, 2020 '",b'Date of visit: February 2020',"[b'There are no words to describe how good the food is here a Flamingo House, Colombo. topped with the best service anyone can wish for, J.Jerome went above and beyond duty while serving us. Professional, articulate, described all food coming out, helped us understand some...of the history and wonderful restaurant story... the food, the story, the service, the atmosphere is outstanding.. you won\xe2\x80\x99t be disappointed:)More']",Flamingo House,POSITIVE
3054,b'The seafood kottu is a must',"b'Reviewed January 28, 2020 '",b'Date of visit: January 2020',"[b'The seafood kottu is worth a visit on its own. Lovely atmosphere, good service and very strong cocktails!!']",Flamingo House,POSITIVE
3055,b'Lovely setting and great food',"b'Reviewed October 9, 2020 '",b'Date of visit: October 2020',"[b'Beautiful ambiance on the water - lovely for an evening out though it must be beautiful during the day too. Excellent, authentic Chinese food and great service.']",Tao,POSITIVE
3056,b'TAO is this be of my favorite restaurants in Cairo ',"b'Reviewed October 2, 2020 '",b'Date of visit: October 2020',"[b'The restaurant was good and the atmoshpere was perfect The staff was very polite and friendly specially graceMore', b'Dear Lujain\n\nThank you for your encouraging words.\nYour kind compliments about the services given by our team, is much appreciated. We at Cinnamon Grand always strive to not only meet but exceed all our guest expectations. \nWe value your patronage & assure you of...More']",Tao,POSITIVE
3057,b'TAO @ The Grand',"b'Reviewed September 12, 2020 '",b'Date of visit: September 2020',"[b'Delicious Food, Friendly and Accommodative Staff. They obliged to slightly tweak the available dishes! Overall, solid customer care! Cheers!', b'Dear Sayuru\n\nGreetings from Cinnamon Grand Colombo!\nMany thanks for taking the time to share your wonderful experience with us. \nWe are glad you  had a great time. \nWe hope to see you  once again']",Tao,POSITIVE
3058,b'Super tasty food & nice breeze',"b'Reviewed September 7, 2020 '",b'Date of visit: September 2020',"[b'We enjoyed sitting outside at TAO restaurant with a view on the pool and a nice e0vening breeze. The food was super tasty and the regular size portions more than enough, even if you are hungry: The four of us we had the Szechuan soup,...dim sum, vegetable rice, pak choy with mushrooms, fried cuddle fish and crabs, and as desert, lime tarte with spiced icecream, frittered banana and papaya sago. The service team was very attentive. A great place to eat out and relax.More', b'Dear Daniel\n\nWe are delighted to receive such an excellent feedback with a five-star rating. \nYour kind sentiments would be passed on to our associates. \nWhilst thanking you for your patronage we do look forward in welcoming you once again soon.']",Tao,POSITIVE
3059,b'TAO Cinnamon Grand',"b'Reviewed June 11, 2020 '",b'Date of visit: June 2020',[b'Visited just open after Covid Pandemic. They have maintained good sanitizing procedures even in restuarant.\nFood was very tasty and service also very good. Relaxing and nice ambiance near the pool. recommend for nice relaxing dinner. Sidath said a great job thank you.hope to come...againMore'],Tao,POSITIVE
3060,b'Dinner',"b'Reviewed March 9, 2020 '",b'Date of visit: March 2020',[b'Food was awesome and the service was also very good. I recommend this for a nice relaxing dinner for any occasion'],Tao,POSITIVE
3061,b'Great food and service',"b'Reviewed March 7, 2020 '",b'Date of visit: March 2020',"[b'All the dishes arrived pretty quickly and the staff checked up on us all the time. They\xe2\x80\x99re very friendly, and the food\xe2\x80\x99s great and reasonably priced.']",Tao,POSITIVE
3062,b'Tao:  Great Chinese  Restaurant at Cinnamon Grand',"b'Reviewed March 6, 2020 '",b'Date of visit: March 2020',"[b'Just had dinner at one of the 13 restaurants located on the Cinnamon Grand Hotel complex.  Beautiful, relaxing  outdoor atmosphere overlooking the koi pond. Appetizers of the best pork spring rolls and a special fried fish, mild and tasty. Two different lobster dishes with a...side of stir fried aubergine and sticky rice, complemented by a Chilean Chardonnay. Best part of the dining experience was the excellent service from the staff, especially Chaminda, the main waiter.  Our second experience at this restaurant and will be back - highly recommend!More']",Tao,POSITIVE
3063,b'Great ambience. Fantastic food and service.',"b'Reviewed February 24, 2020 '",b'Date of visit: February 2020',"[b""After a long flight . this was the perfect place for a first meal in Sri Lanka.A heaven of tranquility in the middle of the city. It has a great ambience - very chilled with relaxing chinese music being piped out in lovely surroundings, as...we watched the lights of the Lotus Tower in the distance changing colour. The food and service were both excellent. We were looked after to a high standard by Charminda , who advised us re portions and choices....which I have to say were 'spot on'. If you are staying at the Cinnamon Grand Colombo, check this restaurant out - you won't be disappointed!More""]",Tao,POSITIVE
3064,"b'Nice ambience, Good food, Excellent service '","b'Reviewed February 21, 2020 '",b'Date of visit: February 2020',"[b'The atmosphere was just relaxing and chilling, food was good but can improve, The best part of the whole experience was the service, it\xe2\x80\x99s a must that I mention Janith who was very pleasant, hardworking and he didn\xe2\x80\x99t think twice to accommodate all our requirements,...definitely good value for moneyMore']",Tao,POSITIVE
3065,b'Clear and simple: best seafood in Colombo',b'Reviewed 4 weeks ago ',b'Date of visit: October 2020',"[b'Clear and simple: best seafood we had in a long long time. Excellent selection. Superlative and friendly service. Generous portions. Thanks to all, especially Sanjeena and Chamal for being so friendly to our kids. Price surprisingly reasonable. A+']",Lagoon,POSITIVE
3066,b'Best seafood in Colombo',b'Reviewed 4 weeks ago ',b'Date of visit: February 2020',[b'This is the best place in Colombo to have seafood. I highly recommend back crab as a starter. Food is fresh and the service is excellent.'],Lagoon,POSITIVE
3067,b'Birthday celebrations',b'Reviewed 4 weeks ago ',b'Date of visit: October 2020',"[b'Delicious food and excellent service! The staff including Nishini, Channa and Sanjeewa were super nice! Had a great time celebrating my birthday.']",Lagoon,POSITIVE
3068,b'Great food and service ! Good',b'Reviewed 5 weeks ago ',b'Date of visit: October 2020',[b'Great food and service ! Good ambiance. The seafood was fresh and cooked for perfection. We pretty much enjoyed everything about the restaurant'],Lagoon,POSITIVE
3069,b'Great Dining experiance',"b'Reviewed October 9, 2020 '",b'Date of visit: October 2020',[b'Yet another visit to lagoon and it is always a new experience. Food choice is fabulous Where they cater to your expectations and restaurant managers Ranjith and Eranda makes sure it is prepared to your liking.\n\nHats off to the whole team as even with...country situation they give a super service. And they practice best practices and safe place to visit.\n\nNuwanMore'],Lagoon,POSITIVE
3070,b'Simply Excellent!',"b'Reviewed October 4, 2020 '",b'Date of visit: October 2020',"[b'I requested for special arrangements for my SO\xe2\x80\x99s birthday dinner. The staff were extremely helpful and polite! The food was just delicious and amazing! The atmosphere suited the cuisine! It was such a fantastic and unique experience! If you are a seafood lover, I must...say, Lagoon will not disappoint. I would call ahead to make reservations if I were you! 10/10 would recommend! Kudos to the staff and management! Keep up the good work! The experience was memorable and so worth it! Would definitely visit again!!More', b'Dear Dilmini\n\nThank you for your review & it is always a delight to receive great complementary with five- star rating\nYour comments are much appreciated. \nPlease come again on your next visit for yet another great experience.']",Lagoon,POSITIVE
3071,b'Delicious dinner',"b'Reviewed October 4, 2020 '",b'Date of visit: October 2020',"[b'Great food and superb service by Chamal and damith, would recommend the modha fish and the Thai red curry prawn', b'Dear Seth\n\nThank you for your review.\nYour comments are much appreciated. \nPlease come again on your next visit for yet another great experience']",Lagoon,POSITIVE
3072,b'Dinner',"b'Reviewed October 3, 2020 '",b'Date of visit: October 2020',"[b'I tried the creamy seafood pasta which was prepared amazingly whereas my family tried the grilled chicken along with a seafood soup. Dinner was delicious along with Mr. Ranjiths guidance and the energetic team in lagoon. Really enjoyed it & and loved the food. Make...sure to try this place out at least once \xf0\x9f\x92\xaf\xf0\x9f\x94\xa5More', b'Dear Thisal \n\nThank you for your encouraging words.\nWe are delighted to receive such an excellent feedback with a five-star rating\nYour comments are much appreciated. \nPlease come again on your next visit for yet another great experience']",Lagoon,POSITIVE
3073,b'Best Seafood in Town!',"b'Reviewed September 27, 2020 '",b'Date of visit: September 2020',"[b'The environment was so calming. Food was the best we\xe2\x80\x99ve ever had. One of the best places to relax and enjoy quality seafood and worth for money. Lal Shan was at his best of service and very very customer friendly. Will surely return \xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f', b'Dear Anjana\n\nThank you for your review.\nYour comments are much appreciated. \nPlease come again on your next visit for yet another great experience.']",Lagoon,POSITIVE
